,property_id,property_type,room_type
90,48ed5b10-3cbc-11ee-9e25-1418c306ac06,CONDOMINIUM,MASTER
91,48ed5b11-3cbc-11ee-9521-1418c306ac06,HDB,SINGLE
92,48ed5b12-3cbc-11ee-80ed-1418c306ac06,LANDED,MASTER
93,48ed5b13-3cbc-11ee-98dd-1418c306ac06,CONDOMINIUM,SINGLE
94,48ed5b14-3cbc-11ee-9310-1418c306ac06,CONDOMINIUM,COMMON
95,48ed5b15-3cbc-11ee-8c02-1418c306ac06,LANDED,MASTER
96,48ed5b16-3cbc-11ee-b20f-1418c306ac06,LANDED,SINGLE
97,48ed5b17-3cbc-11ee-be2c-1418c306ac06,LANDED,MASTER
98,48ed5b18-3cbc-11ee-8e9c-1418c306ac06,CONDOMINIUM,COMMON
99,48ed5b19-3cbc-11ee-85de-1418c306ac06,LANDED,COMMON
100,48ed5b1a-3cbc-11ee-91f8-1418c306ac06,HDB,MASTER
101,48ed5b1b-3cbc-11ee-a9bd-1418c306ac06,CONDOMINIUM,COMMON
102,48ed5b1c-3cbc-11ee-a8d1-1418c306ac06,HDB,MASTER
103,48ed8237-3cbc-11ee-9dc2-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
104,48ed8238-3cbc-11ee-9f03-1418c306ac06,CONDOMINIUM,MASTER
105,48ed8239-3cbc-11ee-81d6-1418c306ac06,LANDED,MASTER
106,48ed823a-3cbc-11ee-8689-1418c306ac06,CONDOMINIUM,COMMON
107,48ed823b-3cbc-11ee-a22c-1418c306ac06,CONDOMINIUM,MASTER
108,48ed823c-3cbc-11ee-adb8-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
109,48ed823d-3cbc-11ee-a223-1418c306ac06,LANDED,SINGLE
110,48ed823e-3cbc-11ee-8ca6-1418c306ac06,LANDED,WHOLE_UNIT
111,48ed823f-3cbc-11ee-a38e-1418c306ac06,LANDED,COMMON
112,48ed8240-3cbc-11ee-b7cf-1418c306ac06,HDB,SINGLE
113,48ed8241-3cbc-11ee-861d-1418c306ac06,CONDOMINIUM,SINGLE
114,48ed8242-3cbc-11ee-bb96-1418c306ac06,HDB,MASTER
115,48ed8243-3cbc-11ee-a426-1418c306ac06,HDB,WHOLE_UNIT
116,48ed8244-3cbc-11ee-a26a-1418c306ac06,LANDED,SINGLE
117,48ed8245-3cbc-11ee-88c4-1418c306ac06,HDB,WHOLE_UNIT
118,48ed8246-3cbc-11ee-8f29-1418c306ac06,HDB,SINGLE
119,48ed8247-3cbc-11ee-adcd-1418c306ac06,CONDOMINIUM,SINGLE
120,48ed8248-3cbc-11ee-8353-1418c306ac06,CONDOMINIUM,SINGLE
121,48ed8249-3cbc-11ee-a4a7-1418c306ac06,HDB,WHOLE_UNIT
122,48ed824a-3cbc-11ee-8262-1418c306ac06,HDB,SINGLE
123,48edb4f9-3cbc-11ee-937e-1418c306ac06,CONDOMINIUM,SINGLE
124,48edb4fa-3cbc-11ee-bbb0-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
125,48edb4fb-3cbc-11ee-a9da-1418c306ac06,LANDED,WHOLE_UNIT
126,48edb4fc-3cbc-11ee-8f1a-1418c306ac06,CONDOMINIUM,COMMON
127,48edb4fd-3cbc-11ee-a1e3-1418c306ac06,HDB,COMMON
128,48edb4fe-3cbc-11ee-aa20-1418c306ac06,HDB,SINGLE
129,48edb4ff-3cbc-11ee-9ef6-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
130,48edb500-3cbc-11ee-a731-1418c306ac06,HDB,WHOLE_UNIT
131,48edb501-3cbc-11ee-bf02-1418c306ac06,HDB,WHOLE_UNIT
132,48edb502-3cbc-11ee-a7cb-1418c306ac06,LANDED,WHOLE_UNIT
133,48edb503-3cbc-11ee-b13c-1418c306ac06,LANDED,COMMON
134,48edb504-3cbc-11ee-9cba-1418c306ac06,LANDED,COMMON
135,48edb505-3cbc-11ee-afb8-1418c306ac06,LANDED,WHOLE_UNIT
136,48edb506-3cbc-11ee-915f-1418c306ac06,LANDED,WHOLE_UNIT
137,48edb507-3cbc-11ee-a90c-1418c306ac06,LANDED,WHOLE_UNIT
138,48edb508-3cbc-11ee-9c7a-1418c306ac06,LANDED,COMMON
139,48edb509-3cbc-11ee-aa8a-1418c306ac06,CONDOMINIUM,MASTER
140,48edb50a-3cbc-11ee-a0ed-1418c306ac06,LANDED,COMMON
141,48edb50b-3cbc-11ee-9924-1418c306ac06,LANDED,WHOLE_UNIT
142,48edb50c-3cbc-11ee-a56e-1418c306ac06,LANDED,WHOLE_UNIT
143,48ede155-3cbc-11ee-bff3-1418c306ac06,HDB,WHOLE_UNIT
144,48ede156-3cbc-11ee-85fc-1418c306ac06,LANDED,MASTER
145,48ede157-3cbc-11ee-ac01-1418c306ac06,CONDOMINIUM,SINGLE
146,48ede158-3cbc-11ee-8968-1418c306ac06,LANDED,MASTER
147,48ede159-3cbc-11ee-bdee-1418c306ac06,LANDED,SINGLE
148,48ede15a-3cbc-11ee-b608-1418c306ac06,LANDED,MASTER
149,48ede15b-3cbc-11ee-b567-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
150,48ede15c-3cbc-11ee-a664-1418c306ac06,HDB,COMMON
151,48ede15d-3cbc-11ee-9ad6-1418c306ac06,LANDED,WHOLE_UNIT
152,48ede15e-3cbc-11ee-a603-1418c306ac06,LANDED,COMMON
153,48ede15f-3cbc-11ee-9acc-1418c306ac06,LANDED,WHOLE_UNIT
154,48ede160-3cbc-11ee-9f2f-1418c306ac06,LANDED,WHOLE_UNIT
155,48ede161-3cbc-11ee-a332-1418c306ac06,CONDOMINIUM,COMMON
156,48ede162-3cbc-11ee-b621-1418c306ac06,CONDOMINIUM,MASTER
157,48ede163-3cbc-11ee-b055-1418c306ac06,CONDOMINIUM,MASTER
158,48ede164-3cbc-11ee-b096-1418c306ac06,LANDED,COMMON
159,48ede165-3cbc-11ee-b71a-1418c306ac06,LANDED,MASTER
160,48ede166-3cbc-11ee-bb6f-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
161,48ede167-3cbc-11ee-be5a-1418c306ac06,CONDOMINIUM,COMMON
162,48ede168-3cbc-11ee-aa16-1418c306ac06,HDB,COMMON
163,48ee0862-3cbc-11ee-a719-1418c306ac06,HDB,MASTER
164,48ee0863-3cbc-11ee-91d0-1418c306ac06,CONDOMINIUM,SINGLE
165,48ee0864-3cbc-11ee-a9d8-1418c306ac06,LANDED,COMMON
166,48ee40a2-3cbc-11ee-889e-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
167,48ee40a3-3cbc-11ee-bf6b-1418c306ac06,LANDED,SINGLE
168,48ee40a4-3cbc-11ee-8dc0-1418c306ac06,CONDOMINIUM,COMMON
169,48ee40a5-3cbc-11ee-826f-1418c306ac06,HDB,SINGLE
170,48ee40a6-3cbc-11ee-8f9e-1418c306ac06,LANDED,SINGLE
171,48ee40a7-3cbc-11ee-abb6-1418c306ac06,LANDED,SINGLE
172,48ee40a8-3cbc-11ee-bee1-1418c306ac06,HDB,SINGLE
173,48ee40a9-3cbc-11ee-9906-1418c306ac06,CONDOMINIUM,SINGLE
174,48ee40aa-3cbc-11ee-b177-1418c306ac06,LANDED,COMMON
175,48ee40ab-3cbc-11ee-b371-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
176,48ee40ac-3cbc-11ee-a983-1418c306ac06,LANDED,COMMON
177,48ee40ad-3cbc-11ee-9e3f-1418c306ac06,LANDED,MASTER
178,48ee40ae-3cbc-11ee-93d0-1418c306ac06,HDB,MASTER
179,48ee40af-3cbc-11ee-b42d-1418c306ac06,CONDOMINIUM,COMMON
180,48ee40b0-3cbc-11ee-b3c4-1418c306ac06,LANDED,SINGLE
181,48ee40b1-3cbc-11ee-b8ca-1418c306ac06,LANDED,COMMON
182,48ee40b2-3cbc-11ee-a462-1418c306ac06,HDB,SINGLE
183,48ee67d0-3cbc-11ee-87a7-1418c306ac06,HDB,MASTER
184,48ee67d1-3cbc-11ee-8425-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
185,48ee67d2-3cbc-11ee-9c4c-1418c306ac06,LANDED,MASTER
186,48ee67d3-3cbc-11ee-942a-1418c306ac06,HDB,WHOLE_UNIT
187,48ee67d4-3cbc-11ee-bc04-1418c306ac06,CONDOMINIUM,MASTER
188,48ee67d5-3cbc-11ee-86e3-1418c306ac06,HDB,MASTER
189,48ee67d6-3cbc-11ee-a73c-1418c306ac06,LANDED,COMMON
190,48ee67d7-3cbc-11ee-975d-1418c306ac06,CONDOMINIUM,MASTER
191,48ee67d8-3cbc-11ee-af38-1418c306ac06,HDB,SINGLE
192,48ee8ee9-3cbc-11ee-b8bd-1418c306ac06,HDB,WHOLE_UNIT
193,48ee8eea-3cbc-11ee-ae3b-1418c306ac06,CONDOMINIUM,MASTER
194,48ee8eeb-3cbc-11ee-b54f-1418c306ac06,LANDED,COMMON
195,48ee8eec-3cbc-11ee-9a44-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
196,48ee8eed-3cbc-11ee-9bef-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
197,48ee8eee-3cbc-11ee-bf3a-1418c306ac06,CONDOMINIUM,MASTER
198,48ee8eef-3cbc-11ee-8e25-1418c306ac06,CONDOMINIUM,MASTER
199,48ee8ef0-3cbc-11ee-bb23-1418c306ac06,CONDOMINIUM,COMMON
200,48ee8ef1-3cbc-11ee-8ea6-1418c306ac06,CONDOMINIUM,COMMON
201,48eeb600-3cbc-11ee-8ecc-1418c306ac06,CONDOMINIUM,COMMON
202,48eeb601-3cbc-11ee-9e10-1418c306ac06,LANDED,COMMON
203,48eeb602-3cbc-11ee-9e97-1418c306ac06,HDB,MASTER
204,48eeb603-3cbc-11ee-810a-1418c306ac06,HDB,MASTER
205,48eeb604-3cbc-11ee-8777-1418c306ac06,LANDED,COMMON
206,48eeb605-3cbc-11ee-b730-1418c306ac06,CONDOMINIUM,MASTER
207,48eeb606-3cbc-11ee-8446-1418c306ac06,HDB,WHOLE_UNIT
208,48eeb607-3cbc-11ee-be84-1418c306ac06,CONDOMINIUM,SINGLE
209,48eeb608-3cbc-11ee-90e2-1418c306ac06,CONDOMINIUM,SINGLE
210,48eedd11-3cbc-11ee-800d-1418c306ac06,CONDOMINIUM,COMMON
211,48eedd12-3cbc-11ee-97a0-1418c306ac06,HDB,SINGLE
212,48eedd13-3cbc-11ee-bfa7-1418c306ac06,CONDOMINIUM,COMMON
213,48ef17d4-3cbc-11ee-9696-1418c306ac06,HDB,MASTER
214,48ef17d5-3cbc-11ee-8011-1418c306ac06,HDB,MASTER
215,48ef17d6-3cbc-11ee-b26d-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
216,48ef17d7-3cbc-11ee-8f55-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
217,48ef17d8-3cbc-11ee-a39f-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
218,48ef2bf8-3cbc-11ee-a7f4-1418c306ac06,HDB,WHOLE_UNIT
219,48ef2bf9-3cbc-11ee-a13a-1418c306ac06,CONDOMINIUM,MASTER
220,48ef2bfa-3cbc-11ee-9848-1418c306ac06,HDB,SINGLE
221,48ef2bfb-3cbc-11ee-8e11-1418c306ac06,HDB,WHOLE_UNIT
222,48ef2bfc-3cbc-11ee-b8a8-1418c306ac06,LANDED,WHOLE_UNIT
223,48ef2bfd-3cbc-11ee-bcc0-1418c306ac06,LANDED,WHOLE_UNIT
224,48ef2bfe-3cbc-11ee-ae23-1418c306ac06,LANDED,SINGLE
225,48ef5c90-3cbc-11ee-a380-1418c306ac06,LANDED,WHOLE_UNIT
226,48ef5c91-3cbc-11ee-99af-1418c306ac06,CONDOMINIUM,MASTER
227,48ef5c92-3cbc-11ee-8994-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
228,48ef83b1-3cbc-11ee-a201-1418c306ac06,LANDED,WHOLE_UNIT
229,48efaac3-3cbc-11ee-b711-1418c306ac06,HDB,COMMON
230,48efaac4-3cbc-11ee-adde-1418c306ac06,CONDOMINIUM,SINGLE
231,48efaac5-3cbc-11ee-b0c6-1418c306ac06,CONDOMINIUM,COMMON
232,48efd1d6-3cbc-11ee-94aa-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
233,48efd1d7-3cbc-11ee-b196-1418c306ac06,HDB,WHOLE_UNIT
234,48efd1d8-3cbc-11ee-bbfd-1418c306ac06,CONDOMINIUM,MASTER
235,48efd1d9-3cbc-11ee-ad13-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
236,48efd1da-3cbc-11ee-b0e7-1418c306ac06,HDB,WHOLE_UNIT
237,48efd1db-3cbc-11ee-9dd2-1418c306ac06,LANDED,COMMON
238,48efd1dc-3cbc-11ee-bfea-1418c306ac06,HDB,WHOLE_UNIT
239,48efd1dd-3cbc-11ee-9127-1418c306ac06,HDB,WHOLE_UNIT
240,48efd1de-3cbc-11ee-bb5f-1418c306ac06,LANDED,WHOLE_UNIT
241,48efd1df-3cbc-11ee-97fa-1418c306ac06,LANDED,WHOLE_UNIT
242,48efd1e0-3cbc-11ee-b85f-1418c306ac06,HDB,WHOLE_UNIT
243,48efd1e1-3cbc-11ee-864f-1418c306ac06,CONDOMINIUM,SINGLE
244,48eff8fe-3cbc-11ee-8cfc-1418c306ac06,LANDED,COMMON
245,48eff8ff-3cbc-11ee-85b2-1418c306ac06,LANDED,SINGLE
246,48eff900-3cbc-11ee-9958-1418c306ac06,LANDED,WHOLE_UNIT
247,48eff901-3cbc-11ee-9bc0-1418c306ac06,HDB,SINGLE
248,48eff902-3cbc-11ee-8c96-1418c306ac06,LANDED,MASTER
249,48eff903-3cbc-11ee-b948-1418c306ac06,LANDED,SINGLE
250,48eff904-3cbc-11ee-a4c3-1418c306ac06,CONDOMINIUM,SINGLE
251,48eff905-3cbc-11ee-86d3-1418c306ac06,CONDOMINIUM,COMMON
252,48eff906-3cbc-11ee-bcbf-1418c306ac06,HDB,WHOLE_UNIT
253,48eff907-3cbc-11ee-a3cd-1418c306ac06,HDB,WHOLE_UNIT
254,48eff908-3cbc-11ee-8dff-1418c306ac06,LANDED,COMMON
255,48eff909-3cbc-11ee-a72f-1418c306ac06,HDB,MASTER
256,48eff90a-3cbc-11ee-8f8f-1418c306ac06,LANDED,COMMON
257,48f02013-3cbc-11ee-a4ba-1418c306ac06,LANDED,COMMON
258,48f02014-3cbc-11ee-af24-1418c306ac06,LANDED,SINGLE
259,48f02015-3cbc-11ee-8e03-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
260,48f02016-3cbc-11ee-b2e4-1418c306ac06,LANDED,SINGLE
261,48f02017-3cbc-11ee-b0a7-1418c306ac06,HDB,COMMON
262,48f02018-3cbc-11ee-a7a5-1418c306ac06,LANDED,SINGLE
263,48f02019-3cbc-11ee-9d59-1418c306ac06,HDB,MASTER
264,48f0201a-3cbc-11ee-b72d-1418c306ac06,HDB,WHOLE_UNIT
265,48f0201b-3cbc-11ee-8022-1418c306ac06,HDB,MASTER
266,48f0201c-3cbc-11ee-abbd-1418c306ac06,LANDED,MASTER
267,48f0201d-3cbc-11ee-89ca-1418c306ac06,HDB,WHOLE_UNIT
268,48f0201e-3cbc-11ee-9557-1418c306ac06,CONDOMINIUM,MASTER
269,48f0201f-3cbc-11ee-8c76-1418c306ac06,LANDED,MASTER
270,48f02020-3cbc-11ee-a657-1418c306ac06,HDB,WHOLE_UNIT
271,48f02021-3cbc-11ee-a882-1418c306ac06,CONDOMINIUM,SINGLE
272,48f02022-3cbc-11ee-980e-1418c306ac06,LANDED,COMMON
273,48f0472d-3cbc-11ee-8520-1418c306ac06,LANDED,WHOLE_UNIT
274,48f0472e-3cbc-11ee-b9b3-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
275,48f0472f-3cbc-11ee-beaf-1418c306ac06,HDB,WHOLE_UNIT
276,48f04730-3cbc-11ee-af7e-1418c306ac06,LANDED,WHOLE_UNIT
277,48f04731-3cbc-11ee-8429-1418c306ac06,HDB,MASTER
278,48f04732-3cbc-11ee-806a-1418c306ac06,CONDOMINIUM,MASTER
279,48f04733-3cbc-11ee-b402-1418c306ac06,HDB,WHOLE_UNIT
280,48f04734-3cbc-11ee-93b7-1418c306ac06,HDB,COMMON
281,48f04735-3cbc-11ee-8054-1418c306ac06,LANDED,WHOLE_UNIT
282,48f04736-3cbc-11ee-a864-1418c306ac06,LANDED,MASTER
283,48f04737-3cbc-11ee-88f3-1418c306ac06,LANDED,WHOLE_UNIT
284,48f04738-3cbc-11ee-8e43-1418c306ac06,CONDOMINIUM,MASTER
285,48f06e49-3cbc-11ee-a80f-1418c306ac06,HDB,COMMON
286,48f06e4a-3cbc-11ee-9c84-1418c306ac06,LANDED,MASTER
287,48f06e4b-3cbc-11ee-a4e6-1418c306ac06,CONDOMINIUM,SINGLE
288,48f06e4c-3cbc-11ee-825b-1418c306ac06,LANDED,MASTER
289,48f06e4d-3cbc-11ee-9950-1418c306ac06,HDB,MASTER
290,48f06e4e-3cbc-11ee-9926-1418c306ac06,HDB,MASTER
291,48f06e4f-3cbc-11ee-bacc-1418c306ac06,CONDOMINIUM,COMMON
292,48f06e50-3cbc-11ee-b9c3-1418c306ac06,CONDOMINIUM,SINGLE
293,48f06e51-3cbc-11ee-a9f7-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
294,48f06e52-3cbc-11ee-9b00-1418c306ac06,LANDED,WHOLE_UNIT
295,48f06e53-3cbc-11ee-a696-1418c306ac06,CONDOMINIUM,COMMON
296,48f06e54-3cbc-11ee-861c-1418c306ac06,CONDOMINIUM,MASTER
297,48f06e55-3cbc-11ee-8ff7-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
298,48f06e56-3cbc-11ee-b987-1418c306ac06,CONDOMINIUM,SINGLE
299,48f06e57-3cbc-11ee-9e81-1418c306ac06,LANDED,WHOLE_UNIT
300,48f06e58-3cbc-11ee-b8df-1418c306ac06,LANDED,SINGLE
301,48f09563-3cbc-11ee-8591-1418c306ac06,CONDOMINIUM,MASTER
302,48f09564-3cbc-11ee-a5d1-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
303,48f09565-3cbc-11ee-9213-1418c306ac06,CONDOMINIUM,MASTER
304,48f0bcd9-3cbc-11ee-973f-1418c306ac06,LANDED,MASTER
305,48f0bcda-3cbc-11ee-96ce-1418c306ac06,HDB,MASTER
306,48f0bcdb-3cbc-11ee-b894-1418c306ac06,LANDED,COMMON
307,48f0bcdc-3cbc-11ee-b379-1418c306ac06,LANDED,COMMON
308,48f0bcdd-3cbc-11ee-ac3e-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
309,48f0bcde-3cbc-11ee-a594-1418c306ac06,HDB,WHOLE_UNIT
310,48f0bcdf-3cbc-11ee-b4fc-1418c306ac06,LANDED,COMMON
311,48f0bce0-3cbc-11ee-a9f3-1418c306ac06,CONDOMINIUM,MASTER
312,48f0bce1-3cbc-11ee-9112-1418c306ac06,LANDED,SINGLE
313,48f0bce2-3cbc-11ee-83de-1418c306ac06,LANDED,WHOLE_UNIT
314,48f0bce3-3cbc-11ee-a9c8-1418c306ac06,LANDED,WHOLE_UNIT
315,48f0bce4-3cbc-11ee-8ebc-1418c306ac06,CONDOMINIUM,COMMON
316,48f0bce5-3cbc-11ee-a095-1418c306ac06,CONDOMINIUM,COMMON
317,48f0bce6-3cbc-11ee-99e9-1418c306ac06,CONDOMINIUM,MASTER
318,48f0bce7-3cbc-11ee-a93f-1418c306ac06,LANDED,SINGLE
319,48f0e469-3cbc-11ee-95e1-1418c306ac06,HDB,MASTER
320,48f0e46a-3cbc-11ee-ad7b-1418c306ac06,CONDOMINIUM,SINGLE
321,48f0e46b-3cbc-11ee-9d4b-1418c306ac06,CONDOMINIUM,MASTER
322,48f0e46c-3cbc-11ee-9bb9-1418c306ac06,LANDED,SINGLE
323,48f0e46d-3cbc-11ee-a806-1418c306ac06,HDB,COMMON
324,48f0e46e-3cbc-11ee-b476-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
