,tenant_id,property_id,property_type,room_type
81,6,48ed3404-3cbc-11ee-9d5d-1418c306ac06,LANDED,COMMON
82,6,48ed3405-3cbc-11ee-9c20-1418c306ac06,CONDOMINIUM,COMMON
83,6,48ed3406-3cbc-11ee-8f2a-1418c306ac06,LANDED,MASTER
84,6,48ed3407-3cbc-11ee-b96c-1418c306ac06,LANDED,COMMON
85,6,48ed3408-3cbc-11ee-aba9-1418c306ac06,CONDOMINIUM,COMMON
86,6,48ed3409-3cbc-11ee-a036-1418c306ac06,LANDED,COMMON
87,7,48ed5b0d-3cbc-11ee-85ec-1418c306ac06,HDB,SINGLE
88,7,48ed5b0e-3cbc-11ee-9431-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
89,7,48ed5b0f-3cbc-11ee-bf8e-1418c306ac06,HDB,WHOLE_UNIT
90,7,48ed5b10-3cbc-11ee-9e25-1418c306ac06,CONDOMINIUM,MASTER
91,7,48ed5b11-3cbc-11ee-9521-1418c306ac06,HDB,SINGLE
92,7,48ed5b12-3cbc-11ee-80ed-1418c306ac06,LANDED,MASTER
93,7,48ed5b13-3cbc-11ee-98dd-1418c306ac06,CONDOMINIUM,SINGLE
94,7,48ed5b14-3cbc-11ee-9310-1418c306ac06,CONDOMINIUM,COMMON
95,7,48ed5b15-3cbc-11ee-8c02-1418c306ac06,LANDED,MASTER
96,7,48ed5b16-3cbc-11ee-b20f-1418c306ac06,LANDED,SINGLE
97,7,48ed5b17-3cbc-11ee-be2c-1418c306ac06,LANDED,MASTER
98,7,48ed5b18-3cbc-11ee-8e9c-1418c306ac06,CONDOMINIUM,COMMON
99,7,48ed5b19-3cbc-11ee-85de-1418c306ac06,LANDED,COMMON
100,7,48ed5b1a-3cbc-11ee-91f8-1418c306ac06,HDB,MASTER
101,7,48ed5b1b-3cbc-11ee-a9bd-1418c306ac06,CONDOMINIUM,COMMON
102,7,48ed5b1c-3cbc-11ee-a8d1-1418c306ac06,HDB,MASTER
103,8,48ed8237-3cbc-11ee-9dc2-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
104,8,48ed8238-3cbc-11ee-9f03-1418c306ac06,CONDOMINIUM,MASTER
105,8,48ed8239-3cbc-11ee-81d6-1418c306ac06,LANDED,MASTER
106,8,48ed823a-3cbc-11ee-8689-1418c306ac06,CONDOMINIUM,COMMON
107,8,48ed823b-3cbc-11ee-a22c-1418c306ac06,CONDOMINIUM,MASTER
108,8,48ed823c-3cbc-11ee-adb8-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
109,8,48ed823d-3cbc-11ee-a223-1418c306ac06,LANDED,SINGLE
110,8,48ed823e-3cbc-11ee-8ca6-1418c306ac06,LANDED,WHOLE_UNIT
111,8,48ed823f-3cbc-11ee-a38e-1418c306ac06,LANDED,COMMON
112,8,48ed8240-3cbc-11ee-b7cf-1418c306ac06,HDB,SINGLE
113,8,48ed8241-3cbc-11ee-861d-1418c306ac06,CONDOMINIUM,SINGLE
114,8,48ed8242-3cbc-11ee-bb96-1418c306ac06,HDB,MASTER
115,8,48ed8243-3cbc-11ee-a426-1418c306ac06,HDB,WHOLE_UNIT
116,8,48ed8244-3cbc-11ee-a26a-1418c306ac06,LANDED,SINGLE
117,8,48ed8245-3cbc-11ee-88c4-1418c306ac06,HDB,WHOLE_UNIT
118,8,48ed8246-3cbc-11ee-8f29-1418c306ac06,HDB,SINGLE
119,8,48ed8247-3cbc-11ee-adcd-1418c306ac06,CONDOMINIUM,SINGLE
120,8,48ed8248-3cbc-11ee-8353-1418c306ac06,CONDOMINIUM,SINGLE
121,8,48ed8249-3cbc-11ee-a4a7-1418c306ac06,HDB,WHOLE_UNIT
122,8,48ed824a-3cbc-11ee-8262-1418c306ac06,HDB,SINGLE
123,9,48edb4f9-3cbc-11ee-937e-1418c306ac06,CONDOMINIUM,SINGLE
124,9,48edb4fa-3cbc-11ee-bbb0-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
125,9,48edb4fb-3cbc-11ee-a9da-1418c306ac06,LANDED,WHOLE_UNIT
126,9,48edb4fc-3cbc-11ee-8f1a-1418c306ac06,CONDOMINIUM,COMMON
127,9,48edb4fd-3cbc-11ee-a1e3-1418c306ac06,HDB,COMMON
128,9,48edb4fe-3cbc-11ee-aa20-1418c306ac06,HDB,SINGLE
129,9,48edb4ff-3cbc-11ee-9ef6-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
130,9,48edb500-3cbc-11ee-a731-1418c306ac06,HDB,WHOLE_UNIT
131,9,48edb501-3cbc-11ee-bf02-1418c306ac06,HDB,WHOLE_UNIT
132,9,48edb502-3cbc-11ee-a7cb-1418c306ac06,LANDED,WHOLE_UNIT
133,9,48edb503-3cbc-11ee-b13c-1418c306ac06,LANDED,COMMON
134,9,48edb504-3cbc-11ee-9cba-1418c306ac06,LANDED,COMMON
135,9,48edb505-3cbc-11ee-afb8-1418c306ac06,LANDED,WHOLE_UNIT
136,9,48edb506-3cbc-11ee-915f-1418c306ac06,LANDED,WHOLE_UNIT
137,9,48edb507-3cbc-11ee-a90c-1418c306ac06,LANDED,WHOLE_UNIT
138,9,48edb508-3cbc-11ee-9c7a-1418c306ac06,LANDED,COMMON
139,9,48edb509-3cbc-11ee-aa8a-1418c306ac06,CONDOMINIUM,MASTER
140,9,48edb50a-3cbc-11ee-a0ed-1418c306ac06,LANDED,COMMON
141,9,48edb50b-3cbc-11ee-9924-1418c306ac06,LANDED,WHOLE_UNIT
142,9,48edb50c-3cbc-11ee-a56e-1418c306ac06,LANDED,WHOLE_UNIT
143,10,48ede155-3cbc-11ee-bff3-1418c306ac06,HDB,WHOLE_UNIT
144,10,48ede156-3cbc-11ee-85fc-1418c306ac06,LANDED,MASTER
145,10,48ede157-3cbc-11ee-ac01-1418c306ac06,CONDOMINIUM,SINGLE
146,10,48ede158-3cbc-11ee-8968-1418c306ac06,LANDED,MASTER
147,10,48ede159-3cbc-11ee-bdee-1418c306ac06,LANDED,SINGLE
148,10,48ede15a-3cbc-11ee-b608-1418c306ac06,LANDED,MASTER
149,10,48ede15b-3cbc-11ee-b567-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
150,10,48ede15c-3cbc-11ee-a664-1418c306ac06,HDB,COMMON
151,10,48ede15d-3cbc-11ee-9ad6-1418c306ac06,LANDED,WHOLE_UNIT
152,10,48ede15e-3cbc-11ee-a603-1418c306ac06,LANDED,COMMON
153,10,48ede15f-3cbc-11ee-9acc-1418c306ac06,LANDED,WHOLE_UNIT
154,10,48ede160-3cbc-11ee-9f2f-1418c306ac06,LANDED,WHOLE_UNIT
155,10,48ede161-3cbc-11ee-a332-1418c306ac06,CONDOMINIUM,COMMON
156,10,48ede162-3cbc-11ee-b621-1418c306ac06,CONDOMINIUM,MASTER
157,10,48ede163-3cbc-11ee-b055-1418c306ac06,CONDOMINIUM,MASTER
158,10,48ede164-3cbc-11ee-b096-1418c306ac06,LANDED,COMMON
159,10,48ede165-3cbc-11ee-b71a-1418c306ac06,LANDED,MASTER
160,10,48ede166-3cbc-11ee-bb6f-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
161,10,48ede167-3cbc-11ee-be5a-1418c306ac06,CONDOMINIUM,COMMON
162,10,48ede168-3cbc-11ee-aa16-1418c306ac06,HDB,COMMON
163,11,48ee0862-3cbc-11ee-a719-1418c306ac06,HDB,MASTER
164,11,48ee0863-3cbc-11ee-91d0-1418c306ac06,CONDOMINIUM,SINGLE
165,11,48ee0864-3cbc-11ee-a9d8-1418c306ac06,LANDED,COMMON
166,12,48ee40a2-3cbc-11ee-889e-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
167,12,48ee40a3-3cbc-11ee-bf6b-1418c306ac06,LANDED,SINGLE
168,12,48ee40a4-3cbc-11ee-8dc0-1418c306ac06,CONDOMINIUM,COMMON
169,12,48ee40a5-3cbc-11ee-826f-1418c306ac06,HDB,SINGLE
170,12,48ee40a6-3cbc-11ee-8f9e-1418c306ac06,LANDED,SINGLE
171,12,48ee40a7-3cbc-11ee-abb6-1418c306ac06,LANDED,SINGLE
172,12,48ee40a8-3cbc-11ee-bee1-1418c306ac06,HDB,SINGLE
173,12,48ee40a9-3cbc-11ee-9906-1418c306ac06,CONDOMINIUM,SINGLE
174,12,48ee40aa-3cbc-11ee-b177-1418c306ac06,LANDED,COMMON
175,12,48ee40ab-3cbc-11ee-b371-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
176,12,48ee40ac-3cbc-11ee-a983-1418c306ac06,LANDED,COMMON
177,12,48ee40ad-3cbc-11ee-9e3f-1418c306ac06,LANDED,MASTER
178,12,48ee40ae-3cbc-11ee-93d0-1418c306ac06,HDB,MASTER
179,12,48ee40af-3cbc-11ee-b42d-1418c306ac06,CONDOMINIUM,COMMON
180,12,48ee40b0-3cbc-11ee-b3c4-1418c306ac06,LANDED,SINGLE
181,12,48ee40b1-3cbc-11ee-b8ca-1418c306ac06,LANDED,COMMON
182,12,48ee40b2-3cbc-11ee-a462-1418c306ac06,HDB,SINGLE
183,13,48ee67d0-3cbc-11ee-87a7-1418c306ac06,HDB,MASTER
184,13,48ee67d1-3cbc-11ee-8425-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
185,13,48ee67d2-3cbc-11ee-9c4c-1418c306ac06,LANDED,MASTER
186,13,48ee67d3-3cbc-11ee-942a-1418c306ac06,HDB,WHOLE_UNIT
187,13,48ee67d4-3cbc-11ee-bc04-1418c306ac06,CONDOMINIUM,MASTER
188,13,48ee67d5-3cbc-11ee-86e3-1418c306ac06,HDB,MASTER
189,14,48ee67d6-3cbc-11ee-a73c-1418c306ac06,LANDED,COMMON
190,14,48ee67d7-3cbc-11ee-975d-1418c306ac06,CONDOMINIUM,MASTER
191,14,48ee67d8-3cbc-11ee-af38-1418c306ac06,HDB,SINGLE
192,15,48ee8ee9-3cbc-11ee-b8bd-1418c306ac06,HDB,WHOLE_UNIT
193,15,48ee8eea-3cbc-11ee-ae3b-1418c306ac06,CONDOMINIUM,MASTER
194,15,48ee8eeb-3cbc-11ee-b54f-1418c306ac06,LANDED,COMMON
195,15,48ee8eec-3cbc-11ee-9a44-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
196,15,48ee8eed-3cbc-11ee-9bef-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
197,15,48ee8eee-3cbc-11ee-bf3a-1418c306ac06,CONDOMINIUM,MASTER
198,15,48ee8eef-3cbc-11ee-8e25-1418c306ac06,CONDOMINIUM,MASTER
199,15,48ee8ef0-3cbc-11ee-bb23-1418c306ac06,CONDOMINIUM,COMMON
200,15,48ee8ef1-3cbc-11ee-8ea6-1418c306ac06,CONDOMINIUM,COMMON
201,16,48eeb600-3cbc-11ee-8ecc-1418c306ac06,CONDOMINIUM,COMMON
202,16,48eeb601-3cbc-11ee-9e10-1418c306ac06,LANDED,COMMON
203,16,48eeb602-3cbc-11ee-9e97-1418c306ac06,HDB,MASTER
204,16,48eeb603-3cbc-11ee-810a-1418c306ac06,HDB,MASTER
205,16,48eeb604-3cbc-11ee-8777-1418c306ac06,LANDED,COMMON
206,16,48eeb605-3cbc-11ee-b730-1418c306ac06,CONDOMINIUM,MASTER
207,16,48eeb606-3cbc-11ee-8446-1418c306ac06,HDB,WHOLE_UNIT
208,16,48eeb607-3cbc-11ee-be84-1418c306ac06,CONDOMINIUM,SINGLE
209,16,48eeb608-3cbc-11ee-90e2-1418c306ac06,CONDOMINIUM,SINGLE
210,17,48eedd11-3cbc-11ee-800d-1418c306ac06,CONDOMINIUM,COMMON
211,17,48eedd12-3cbc-11ee-97a0-1418c306ac06,HDB,SINGLE
212,17,48eedd13-3cbc-11ee-bfa7-1418c306ac06,CONDOMINIUM,COMMON
213,18,48ef17d4-3cbc-11ee-9696-1418c306ac06,HDB,MASTER
214,18,48ef17d5-3cbc-11ee-8011-1418c306ac06,HDB,MASTER
215,18,48ef17d6-3cbc-11ee-b26d-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
216,18,48ef17d7-3cbc-11ee-8f55-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
217,18,48ef17d8-3cbc-11ee-a39f-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
218,19,48ef2bf8-3cbc-11ee-a7f4-1418c306ac06,HDB,WHOLE_UNIT
219,19,48ef2bf9-3cbc-11ee-a13a-1418c306ac06,CONDOMINIUM,MASTER
220,19,48ef2bfa-3cbc-11ee-9848-1418c306ac06,HDB,SINGLE
221,20,48ef2bfb-3cbc-11ee-8e11-1418c306ac06,HDB,WHOLE_UNIT
222,20,48ef2bfc-3cbc-11ee-b8a8-1418c306ac06,LANDED,WHOLE_UNIT
223,20,48ef2bfd-3cbc-11ee-bcc0-1418c306ac06,LANDED,WHOLE_UNIT
224,20,48ef2bfe-3cbc-11ee-ae23-1418c306ac06,LANDED,SINGLE
225,21,48ef5c90-3cbc-11ee-a380-1418c306ac06,LANDED,WHOLE_UNIT
226,21,48ef5c91-3cbc-11ee-99af-1418c306ac06,CONDOMINIUM,MASTER
227,21,48ef5c92-3cbc-11ee-8994-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
228,22,48ef83b1-3cbc-11ee-a201-1418c306ac06,LANDED,WHOLE_UNIT
229,23,48efaac3-3cbc-11ee-b711-1418c306ac06,HDB,COMMON
230,23,48efaac4-3cbc-11ee-adde-1418c306ac06,CONDOMINIUM,SINGLE
231,23,48efaac5-3cbc-11ee-b0c6-1418c306ac06,CONDOMINIUM,COMMON
232,24,48efd1d6-3cbc-11ee-94aa-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
233,24,48efd1d7-3cbc-11ee-b196-1418c306ac06,HDB,WHOLE_UNIT
234,24,48efd1d8-3cbc-11ee-bbfd-1418c306ac06,CONDOMINIUM,MASTER
235,24,48efd1d9-3cbc-11ee-ad13-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
236,24,48efd1da-3cbc-11ee-b0e7-1418c306ac06,HDB,WHOLE_UNIT
237,24,48efd1db-3cbc-11ee-9dd2-1418c306ac06,LANDED,COMMON
238,24,48efd1dc-3cbc-11ee-bfea-1418c306ac06,HDB,WHOLE_UNIT
239,24,48efd1dd-3cbc-11ee-9127-1418c306ac06,HDB,WHOLE_UNIT
240,24,48efd1de-3cbc-11ee-bb5f-1418c306ac06,LANDED,WHOLE_UNIT
241,24,48efd1df-3cbc-11ee-97fa-1418c306ac06,LANDED,WHOLE_UNIT
242,24,48efd1e0-3cbc-11ee-b85f-1418c306ac06,HDB,WHOLE_UNIT
243,24,48efd1e1-3cbc-11ee-864f-1418c306ac06,CONDOMINIUM,SINGLE
244,25,48eff8fe-3cbc-11ee-8cfc-1418c306ac06,LANDED,COMMON
245,25,48eff8ff-3cbc-11ee-85b2-1418c306ac06,LANDED,SINGLE
246,25,48eff900-3cbc-11ee-9958-1418c306ac06,LANDED,WHOLE_UNIT
247,25,48eff901-3cbc-11ee-9bc0-1418c306ac06,HDB,SINGLE
248,25,48eff902-3cbc-11ee-8c96-1418c306ac06,LANDED,MASTER
249,25,48eff903-3cbc-11ee-b948-1418c306ac06,LANDED,SINGLE
250,25,48eff904-3cbc-11ee-a4c3-1418c306ac06,CONDOMINIUM,SINGLE
251,26,48eff905-3cbc-11ee-86d3-1418c306ac06,CONDOMINIUM,COMMON
252,26,48eff906-3cbc-11ee-bcbf-1418c306ac06,HDB,WHOLE_UNIT
253,26,48eff907-3cbc-11ee-a3cd-1418c306ac06,HDB,WHOLE_UNIT
254,26,48eff908-3cbc-11ee-8dff-1418c306ac06,LANDED,COMMON
255,26,48eff909-3cbc-11ee-a72f-1418c306ac06,HDB,MASTER
256,26,48eff90a-3cbc-11ee-8f8f-1418c306ac06,LANDED,COMMON
257,26,48f02013-3cbc-11ee-a4ba-1418c306ac06,LANDED,COMMON
258,26,48f02014-3cbc-11ee-af24-1418c306ac06,LANDED,SINGLE
259,26,48f02015-3cbc-11ee-8e03-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
260,26,48f02016-3cbc-11ee-b2e4-1418c306ac06,LANDED,SINGLE
261,26,48f02017-3cbc-11ee-b0a7-1418c306ac06,HDB,COMMON
262,26,48f02018-3cbc-11ee-a7a5-1418c306ac06,LANDED,SINGLE
263,26,48f02019-3cbc-11ee-9d59-1418c306ac06,HDB,MASTER
264,26,48f0201a-3cbc-11ee-b72d-1418c306ac06,HDB,WHOLE_UNIT
265,26,48f0201b-3cbc-11ee-8022-1418c306ac06,HDB,MASTER
266,27,48f0201c-3cbc-11ee-abbd-1418c306ac06,LANDED,MASTER
267,27,48f0201d-3cbc-11ee-89ca-1418c306ac06,HDB,WHOLE_UNIT
268,27,48f0201e-3cbc-11ee-9557-1418c306ac06,CONDOMINIUM,MASTER
269,27,48f0201f-3cbc-11ee-8c76-1418c306ac06,LANDED,MASTER
270,27,48f02020-3cbc-11ee-a657-1418c306ac06,HDB,WHOLE_UNIT
271,27,48f02021-3cbc-11ee-a882-1418c306ac06,CONDOMINIUM,SINGLE
272,27,48f02022-3cbc-11ee-980e-1418c306ac06,LANDED,COMMON
273,27,48f0472d-3cbc-11ee-8520-1418c306ac06,LANDED,WHOLE_UNIT
274,27,48f0472e-3cbc-11ee-b9b3-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
275,27,48f0472f-3cbc-11ee-beaf-1418c306ac06,HDB,WHOLE_UNIT
276,27,48f04730-3cbc-11ee-af7e-1418c306ac06,LANDED,WHOLE_UNIT
277,27,48f04731-3cbc-11ee-8429-1418c306ac06,HDB,MASTER
278,27,48f04732-3cbc-11ee-806a-1418c306ac06,CONDOMINIUM,MASTER
279,27,48f04733-3cbc-11ee-b402-1418c306ac06,HDB,WHOLE_UNIT
280,27,48f04734-3cbc-11ee-93b7-1418c306ac06,HDB,COMMON
281,27,48f04735-3cbc-11ee-8054-1418c306ac06,LANDED,WHOLE_UNIT
282,27,48f04736-3cbc-11ee-a864-1418c306ac06,LANDED,MASTER
283,27,48f04737-3cbc-11ee-88f3-1418c306ac06,LANDED,WHOLE_UNIT
284,27,48f04738-3cbc-11ee-8e43-1418c306ac06,CONDOMINIUM,MASTER
285,28,48f06e49-3cbc-11ee-a80f-1418c306ac06,HDB,COMMON
286,28,48f06e4a-3cbc-11ee-9c84-1418c306ac06,LANDED,MASTER
287,28,48f06e4b-3cbc-11ee-a4e6-1418c306ac06,CONDOMINIUM,SINGLE
288,28,48f06e4c-3cbc-11ee-825b-1418c306ac06,LANDED,MASTER
289,28,48f06e4d-3cbc-11ee-9950-1418c306ac06,HDB,MASTER
290,28,48f06e4e-3cbc-11ee-9926-1418c306ac06,HDB,MASTER
291,28,48f06e4f-3cbc-11ee-bacc-1418c306ac06,CONDOMINIUM,COMMON
292,28,48f06e50-3cbc-11ee-b9c3-1418c306ac06,CONDOMINIUM,SINGLE
293,28,48f06e51-3cbc-11ee-a9f7-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
294,28,48f06e52-3cbc-11ee-9b00-1418c306ac06,LANDED,WHOLE_UNIT
295,28,48f06e53-3cbc-11ee-a696-1418c306ac06,CONDOMINIUM,COMMON
296,28,48f06e54-3cbc-11ee-861c-1418c306ac06,CONDOMINIUM,MASTER
297,28,48f06e55-3cbc-11ee-8ff7-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
298,28,48f06e56-3cbc-11ee-b987-1418c306ac06,CONDOMINIUM,SINGLE
299,28,48f06e57-3cbc-11ee-9e81-1418c306ac06,LANDED,WHOLE_UNIT
300,28,48f06e58-3cbc-11ee-b8df-1418c306ac06,LANDED,SINGLE
301,29,48f09563-3cbc-11ee-8591-1418c306ac06,CONDOMINIUM,MASTER
302,29,48f09564-3cbc-11ee-a5d1-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
303,29,48f09565-3cbc-11ee-9213-1418c306ac06,CONDOMINIUM,MASTER
304,30,48f0bcd9-3cbc-11ee-973f-1418c306ac06,LANDED,MASTER
305,30,48f0bcda-3cbc-11ee-96ce-1418c306ac06,HDB,MASTER
306,30,48f0bcdb-3cbc-11ee-b894-1418c306ac06,LANDED,COMMON
307,30,48f0bcdc-3cbc-11ee-b379-1418c306ac06,LANDED,COMMON
308,30,48f0bcdd-3cbc-11ee-ac3e-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
309,30,48f0bcde-3cbc-11ee-a594-1418c306ac06,HDB,WHOLE_UNIT
310,30,48f0bcdf-3cbc-11ee-b4fc-1418c306ac06,LANDED,COMMON
