,tenant_id,property_id,property_type,room_type
60,5,12c9df5f-3cb3-11ee-adea-1418c306ac06,CONDOMINIUM,SINGLE
61,5,12c9df60-3cb3-11ee-98ae-1418c306ac06,HDB,WHOLE_UNIT
62,5,12c9df61-3cb3-11ee-b41b-1418c306ac06,HDB,MASTER
63,5,12c9df62-3cb3-11ee-8126-1418c306ac06,LANDED,SINGLE
64,5,12c9df63-3cb3-11ee-8020-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
65,5,12c9df64-3cb3-11ee-be68-1418c306ac06,CONDOMINIUM,MASTER
66,5,12c9df65-3cb3-11ee-99c8-1418c306ac06,HDB,MASTER
67,5,12c9df66-3cb3-11ee-831c-1418c306ac06,LANDED,MASTER
68,5,12c9df67-3cb3-11ee-a446-1418c306ac06,CONDOMINIUM,SINGLE
69,6,12ca0664-3cb3-11ee-acf1-1418c306ac06,HDB,COMMON
70,6,12ca0665-3cb3-11ee-be9a-1418c306ac06,HDB,WHOLE_UNIT
71,7,12ca2ff3-3cb3-11ee-a2d2-1418c306ac06,CONDOMINIUM,COMMON
72,7,12ca2ff4-3cb3-11ee-8450-1418c306ac06,HDB,MASTER
73,7,12ca2ff5-3cb3-11ee-b67c-1418c306ac06,CONDOMINIUM,SINGLE
74,7,12ca2ff6-3cb3-11ee-8d6c-1418c306ac06,HDB,COMMON
75,7,12ca2ff7-3cb3-11ee-94cc-1418c306ac06,CONDOMINIUM,MASTER
76,7,12ca2ff8-3cb3-11ee-b86c-1418c306ac06,CONDOMINIUM,MASTER
77,7,12ca2ff9-3cb3-11ee-9276-1418c306ac06,HDB,WHOLE_UNIT
78,7,12ca2ffa-3cb3-11ee-92a2-1418c306ac06,HDB,SINGLE
79,8,12ca2ffb-3cb3-11ee-9b99-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
80,8,12ca2ffc-3cb3-11ee-b650-1418c306ac06,LANDED,SINGLE
81,8,12ca5b53-3cb3-11ee-ae1b-1418c306ac06,HDB,COMMON
82,8,12ca5b54-3cb3-11ee-9fed-1418c306ac06,CONDOMINIUM,SINGLE
83,8,12ca5b55-3cb3-11ee-ae77-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
84,8,12ca5b56-3cb3-11ee-8adb-1418c306ac06,CONDOMINIUM,COMMON
85,8,12ca5b57-3cb3-11ee-80a4-1418c306ac06,HDB,SINGLE
86,8,12ca5b58-3cb3-11ee-8f89-1418c306ac06,CONDOMINIUM,SINGLE
87,8,12ca5b59-3cb3-11ee-adb9-1418c306ac06,HDB,COMMON
88,8,12ca5b5a-3cb3-11ee-b9f0-1418c306ac06,HDB,MASTER
89,8,12ca5b5b-3cb3-11ee-8566-1418c306ac06,HDB,WHOLE_UNIT
90,8,12ca5b5c-3cb3-11ee-9aeb-1418c306ac06,HDB,WHOLE_UNIT
91,8,12ca5b5d-3cb3-11ee-86b7-1418c306ac06,HDB,WHOLE_UNIT
92,8,12ca5b5e-3cb3-11ee-aca1-1418c306ac06,CONDOMINIUM,SINGLE
93,8,12ca5b5f-3cb3-11ee-a7d4-1418c306ac06,LANDED,SINGLE
94,9,12ca826d-3cb3-11ee-a80f-1418c306ac06,CONDOMINIUM,MASTER
95,9,12ca826e-3cb3-11ee-888b-1418c306ac06,LANDED,SINGLE
96,9,12ca826f-3cb3-11ee-84bc-1418c306ac06,LANDED,WHOLE_UNIT
97,9,12ca8270-3cb3-11ee-8535-1418c306ac06,CONDOMINIUM,SINGLE
98,9,12ca8271-3cb3-11ee-8790-1418c306ac06,HDB,SINGLE
99,9,12ca8272-3cb3-11ee-8b4c-1418c306ac06,CONDOMINIUM,MASTER
100,9,12ca8273-3cb3-11ee-9aec-1418c306ac06,CONDOMINIUM,SINGLE
101,9,12ca8274-3cb3-11ee-abf3-1418c306ac06,HDB,MASTER
102,9,12ca8275-3cb3-11ee-b606-1418c306ac06,LANDED,SINGLE
103,9,12ca8276-3cb3-11ee-8054-1418c306ac06,LANDED,SINGLE
104,9,12ca8277-3cb3-11ee-86b2-1418c306ac06,HDB,WHOLE_UNIT
105,9,12ca8278-3cb3-11ee-ac0f-1418c306ac06,HDB,WHOLE_UNIT
106,9,12ca8279-3cb3-11ee-8f40-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
107,9,12ca827a-3cb3-11ee-ac53-1418c306ac06,CONDOMINIUM,COMMON
108,9,12ca827b-3cb3-11ee-9174-1418c306ac06,LANDED,SINGLE
109,9,12ca827c-3cb3-11ee-931f-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
110,9,12ca827d-3cb3-11ee-b0bc-1418c306ac06,CONDOMINIUM,MASTER
111,9,12ca827e-3cb3-11ee-9915-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
112,9,12ca827f-3cb3-11ee-b1ec-1418c306ac06,HDB,WHOLE_UNIT
113,10,12caa97b-3cb3-11ee-b29f-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
114,10,12caa97c-3cb3-11ee-a2fa-1418c306ac06,HDB,WHOLE_UNIT
115,10,12caa97d-3cb3-11ee-9aa7-1418c306ac06,LANDED,WHOLE_UNIT
116,10,12caa97e-3cb3-11ee-88b0-1418c306ac06,LANDED,SINGLE
117,10,12caa97f-3cb3-11ee-87f5-1418c306ac06,CONDOMINIUM,COMMON
118,10,12caa980-3cb3-11ee-bacd-1418c306ac06,CONDOMINIUM,MASTER
119,10,12caa981-3cb3-11ee-944e-1418c306ac06,HDB,SINGLE
120,10,12caa982-3cb3-11ee-8df7-1418c306ac06,LANDED,COMMON
121,10,12caa983-3cb3-11ee-931e-1418c306ac06,CONDOMINIUM,SINGLE
122,10,12caa984-3cb3-11ee-b463-1418c306ac06,CONDOMINIUM,SINGLE
123,10,12caa985-3cb3-11ee-a1d1-1418c306ac06,HDB,COMMON
124,10,12caa986-3cb3-11ee-ac09-1418c306ac06,HDB,COMMON
125,11,12cad095-3cb3-11ee-a25a-1418c306ac06,HDB,SINGLE
126,11,12cad096-3cb3-11ee-8a6a-1418c306ac06,CONDOMINIUM,SINGLE
127,11,12cad097-3cb3-11ee-b4e0-1418c306ac06,HDB,COMMON
128,11,12cad098-3cb3-11ee-a36f-1418c306ac06,LANDED,COMMON
129,11,12cad099-3cb3-11ee-9f35-1418c306ac06,LANDED,SINGLE
130,11,12cad09a-3cb3-11ee-ab1c-1418c306ac06,CONDOMINIUM,MASTER
131,11,12cad09b-3cb3-11ee-9971-1418c306ac06,HDB,SINGLE
132,12,12caf7b1-3cb3-11ee-82c5-1418c306ac06,LANDED,MASTER
133,12,12caf7b2-3cb3-11ee-8b41-1418c306ac06,LANDED,WHOLE_UNIT
134,12,12caf7b3-3cb3-11ee-a5f4-1418c306ac06,LANDED,SINGLE
135,12,12caf7b4-3cb3-11ee-b869-1418c306ac06,HDB,WHOLE_UNIT
136,12,12caf7b5-3cb3-11ee-b0d1-1418c306ac06,CONDOMINIUM,SINGLE
137,12,12caf7b6-3cb3-11ee-b363-1418c306ac06,LANDED,SINGLE
138,12,12caf7b7-3cb3-11ee-acae-1418c306ac06,LANDED,WHOLE_UNIT
139,12,12caf7b8-3cb3-11ee-adaf-1418c306ac06,CONDOMINIUM,COMMON
140,12,12caf7b9-3cb3-11ee-b66e-1418c306ac06,CONDOMINIUM,COMMON
141,12,12caf7ba-3cb3-11ee-93f9-1418c306ac06,LANDED,MASTER
142,13,12cb1eca-3cb3-11ee-8beb-1418c306ac06,CONDOMINIUM,COMMON
143,13,12cb1ecb-3cb3-11ee-9cf5-1418c306ac06,HDB,SINGLE
144,13,12cb1ecc-3cb3-11ee-b667-1418c306ac06,CONDOMINIUM,MASTER
145,13,12cb1ecd-3cb3-11ee-953f-1418c306ac06,CONDOMINIUM,SINGLE
146,13,12cb1ece-3cb3-11ee-a94a-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
147,13,12cb1ecf-3cb3-11ee-a2ae-1418c306ac06,LANDED,MASTER
148,13,12cb1ed0-3cb3-11ee-b659-1418c306ac06,HDB,WHOLE_UNIT
149,13,12cb1ed1-3cb3-11ee-a822-1418c306ac06,HDB,MASTER
150,13,12cb1ed2-3cb3-11ee-abdb-1418c306ac06,LANDED,COMMON
151,13,12cb1ed3-3cb3-11ee-bdc4-1418c306ac06,HDB,SINGLE
152,13,12cb1ed4-3cb3-11ee-a485-1418c306ac06,CONDOMINIUM,MASTER
153,13,12cb1ed5-3cb3-11ee-9341-1418c306ac06,HDB,WHOLE_UNIT
154,13,12cb1ed6-3cb3-11ee-a79d-1418c306ac06,HDB,WHOLE_UNIT
155,14,12cb45e4-3cb3-11ee-9068-1418c306ac06,LANDED,SINGLE
156,14,12cb45e5-3cb3-11ee-938f-1418c306ac06,CONDOMINIUM,COMMON
157,14,12cb45e6-3cb3-11ee-961c-1418c306ac06,HDB,WHOLE_UNIT
158,14,12cb45e7-3cb3-11ee-ad04-1418c306ac06,LANDED,MASTER
159,14,12cb45e8-3cb3-11ee-835d-1418c306ac06,LANDED,MASTER
160,15,12cb6d01-3cb3-11ee-ba19-1418c306ac06,CONDOMINIUM,SINGLE
161,15,12cb6d02-3cb3-11ee-967f-1418c306ac06,LANDED,COMMON
162,15,12cb6d03-3cb3-11ee-b6ca-1418c306ac06,CONDOMINIUM,COMMON
163,15,12cb6d04-3cb3-11ee-a30e-1418c306ac06,LANDED,COMMON
164,15,12cb6d05-3cb3-11ee-a976-1418c306ac06,LANDED,WHOLE_UNIT
165,15,12cb6d06-3cb3-11ee-97ed-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
166,15,12cb6d07-3cb3-11ee-a9c0-1418c306ac06,HDB,SINGLE
167,15,12cb6d08-3cb3-11ee-81bc-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
168,15,12cb6d09-3cb3-11ee-b4f3-1418c306ac06,HDB,MASTER
169,15,12cb6d0a-3cb3-11ee-b839-1418c306ac06,LANDED,MASTER
170,15,12cb6d0b-3cb3-11ee-aab3-1418c306ac06,HDB,SINGLE
171,15,12cb6d0c-3cb3-11ee-a00c-1418c306ac06,CONDOMINIUM,COMMON
172,16,12cb9418-3cb3-11ee-9e7a-1418c306ac06,LANDED,COMMON
173,16,12cb9419-3cb3-11ee-a378-1418c306ac06,HDB,MASTER
174,16,12cb941a-3cb3-11ee-9e90-1418c306ac06,HDB,COMMON
175,16,12cb941b-3cb3-11ee-baed-1418c306ac06,CONDOMINIUM,COMMON
176,16,12cb941c-3cb3-11ee-8672-1418c306ac06,LANDED,WHOLE_UNIT
177,17,12cba7cf-3cb3-11ee-8523-1418c306ac06,CONDOMINIUM,COMMON
178,17,12cba7d0-3cb3-11ee-add7-1418c306ac06,CONDOMINIUM,SINGLE
179,17,12cba7d1-3cb3-11ee-a30b-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
180,17,12cba7d2-3cb3-11ee-a34b-1418c306ac06,HDB,SINGLE
181,17,12cba7d3-3cb3-11ee-b025-1418c306ac06,HDB,WHOLE_UNIT
182,17,12cba7d4-3cb3-11ee-8ef0-1418c306ac06,LANDED,WHOLE_UNIT
183,17,12cba7d5-3cb3-11ee-9831-1418c306ac06,CONDOMINIUM,MASTER
184,17,12cbbb79-3cb3-11ee-8848-1418c306ac06,LANDED,SINGLE
185,17,12cbbb7a-3cb3-11ee-9df7-1418c306ac06,LANDED,SINGLE
186,17,12cbbb7b-3cb3-11ee-96fa-1418c306ac06,LANDED,COMMON
187,17,12cbbb7c-3cb3-11ee-b256-1418c306ac06,CONDOMINIUM,COMMON
188,17,12cbbb7d-3cb3-11ee-8001-1418c306ac06,HDB,WHOLE_UNIT
189,18,12cbbb7e-3cb3-11ee-8a4e-1418c306ac06,LANDED,COMMON
190,18,12cbbb7f-3cb3-11ee-8dd9-1418c306ac06,CONDOMINIUM,COMMON
191,18,12cbbb80-3cb3-11ee-b819-1418c306ac06,HDB,COMMON
192,18,12cbbb81-3cb3-11ee-97f0-1418c306ac06,CONDOMINIUM,SINGLE
193,18,12cbbb82-3cb3-11ee-ab30-1418c306ac06,CONDOMINIUM,COMMON
194,18,12cbbb83-3cb3-11ee-890f-1418c306ac06,CONDOMINIUM,MASTER
195,18,12cbbb84-3cb3-11ee-80e3-1418c306ac06,LANDED,SINGLE
196,18,12cbbb85-3cb3-11ee-b4de-1418c306ac06,HDB,MASTER
197,18,12cbbb86-3cb3-11ee-a9d1-1418c306ac06,HDB,SINGLE
198,18,12cbbb87-3cb3-11ee-a02a-1418c306ac06,HDB,MASTER
199,18,12cbbb88-3cb3-11ee-a5bf-1418c306ac06,LANDED,MASTER
200,18,12cbbb89-3cb3-11ee-a585-1418c306ac06,LANDED,WHOLE_UNIT
201,18,12cbe2ed-3cb3-11ee-a1ea-1418c306ac06,HDB,MASTER
202,19,12cbe2ee-3cb3-11ee-81ee-1418c306ac06,HDB,SINGLE
203,19,12cbe2ef-3cb3-11ee-9489-1418c306ac06,HDB,COMMON
204,19,12cbe2f0-3cb3-11ee-814b-1418c306ac06,LANDED,WHOLE_UNIT
205,19,12cbe2f1-3cb3-11ee-ae79-1418c306ac06,LANDED,COMMON
206,19,12cbe2f2-3cb3-11ee-a886-1418c306ac06,LANDED,COMMON
207,19,12cbe2f3-3cb3-11ee-a229-1418c306ac06,HDB,WHOLE_UNIT
208,19,12cbe2f4-3cb3-11ee-ac52-1418c306ac06,HDB,SINGLE
209,19,12cbe2f5-3cb3-11ee-9359-1418c306ac06,HDB,COMMON
210,19,12cbe2f6-3cb3-11ee-98c4-1418c306ac06,HDB,COMMON
211,19,12cbe2f7-3cb3-11ee-a73d-1418c306ac06,LANDED,SINGLE
212,19,12cbe2f8-3cb3-11ee-81df-1418c306ac06,LANDED,WHOLE_UNIT
213,19,12cbe2f9-3cb3-11ee-a4a8-1418c306ac06,HDB,WHOLE_UNIT
214,19,12cbe2fa-3cb3-11ee-b35c-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
215,19,12cbe2fb-3cb3-11ee-b829-1418c306ac06,HDB,MASTER
216,19,12cbe2fc-3cb3-11ee-a321-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
217,19,12cbe2fd-3cb3-11ee-8246-1418c306ac06,HDB,SINGLE
218,19,12cc0a0d-3cb3-11ee-bc15-1418c306ac06,CONDOMINIUM,MASTER
219,19,12cc0a0e-3cb3-11ee-992e-1418c306ac06,HDB,SINGLE
220,19,12cc0a0f-3cb3-11ee-bce1-1418c306ac06,HDB,WHOLE_UNIT
221,19,12cc0a10-3cb3-11ee-bc80-1418c306ac06,CONDOMINIUM,MASTER
222,20,12cc0a11-3cb3-11ee-9c5a-1418c306ac06,HDB,COMMON
223,20,12cc28b8-3cb3-11ee-9eed-1418c306ac06,LANDED,COMMON
224,20,12cc28b9-3cb3-11ee-8468-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
225,20,12cc28ba-3cb3-11ee-ba12-1418c306ac06,CONDOMINIUM,COMMON
226,20,12cc28bb-3cb3-11ee-a1c2-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
227,20,12cc28bc-3cb3-11ee-bbc6-1418c306ac06,LANDED,SINGLE
228,20,12cc28bd-3cb3-11ee-a097-1418c306ac06,LANDED,SINGLE
229,20,12cc28be-3cb3-11ee-8fd2-1418c306ac06,LANDED,WHOLE_UNIT
230,20,12cc28bf-3cb3-11ee-8fa0-1418c306ac06,LANDED,MASTER
231,20,12cc28c0-3cb3-11ee-a1b1-1418c306ac06,CONDOMINIUM,SINGLE
232,20,12cc28c1-3cb3-11ee-8058-1418c306ac06,HDB,WHOLE_UNIT
233,20,12cc28c2-3cb3-11ee-90c0-1418c306ac06,LANDED,COMMON
234,20,12cc28c3-3cb3-11ee-b3d5-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
235,20,12cc28c4-3cb3-11ee-ac69-1418c306ac06,CONDOMINIUM,COMMON
236,20,12cc28c5-3cb3-11ee-9117-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
237,20,12cc28c6-3cb3-11ee-b4aa-1418c306ac06,CONDOMINIUM,MASTER
238,21,12cc28c7-3cb3-11ee-81d2-1418c306ac06,CONDOMINIUM,MASTER
239,21,12cc28c8-3cb3-11ee-ace9-1418c306ac06,LANDED,COMMON
240,21,12cc28c9-3cb3-11ee-8428-1418c306ac06,HDB,SINGLE
241,21,12cc28ca-3cb3-11ee-8250-1418c306ac06,CONDOMINIUM,MASTER
242,21,12cc28cb-3cb3-11ee-90e8-1418c306ac06,LANDED,SINGLE
243,21,12cc28cc-3cb3-11ee-bc6f-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
244,21,12cc28cd-3cb3-11ee-b015-1418c306ac06,HDB,WHOLE_UNIT
245,21,12cc28ce-3cb3-11ee-9270-1418c306ac06,CONDOMINIUM,SINGLE
246,21,12cc28cf-3cb3-11ee-beb0-1418c306ac06,HDB,COMMON
247,21,12cc28d0-3cb3-11ee-bb3e-1418c306ac06,HDB,SINGLE
248,21,12cc58fa-3cb3-11ee-9cea-1418c306ac06,LANDED,MASTER
249,21,12cc58fb-3cb3-11ee-bb98-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
250,21,12cc58fc-3cb3-11ee-bac0-1418c306ac06,CONDOMINIUM,COMMON
251,21,12cc58fd-3cb3-11ee-b4cb-1418c306ac06,CONDOMINIUM,MASTER
252,21,12cc58fe-3cb3-11ee-8f9a-1418c306ac06,LANDED,WHOLE_UNIT
253,21,12cc58ff-3cb3-11ee-9696-1418c306ac06,CONDOMINIUM,SINGLE
254,22,12cc5900-3cb3-11ee-b250-1418c306ac06,CONDOMINIUM,SINGLE
255,22,12cc5901-3cb3-11ee-afe1-1418c306ac06,CONDOMINIUM,MASTER
256,23,12cc8012-3cb3-11ee-9e33-1418c306ac06,HDB,COMMON
257,23,12cc8013-3cb3-11ee-9b5e-1418c306ac06,HDB,COMMON
258,23,12cc8014-3cb3-11ee-bb54-1418c306ac06,LANDED,SINGLE
259,23,12cc8015-3cb3-11ee-b299-1418c306ac06,LANDED,COMMON
260,23,12cc8016-3cb3-11ee-96cd-1418c306ac06,LANDED,MASTER
261,23,12cc8017-3cb3-11ee-916b-1418c306ac06,HDB,SINGLE
262,23,12cc8018-3cb3-11ee-9ab0-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
263,23,12cc8019-3cb3-11ee-be61-1418c306ac06,HDB,COMMON
264,23,12cc801a-3cb3-11ee-a9dd-1418c306ac06,LANDED,MASTER
265,23,12cc801b-3cb3-11ee-8836-1418c306ac06,HDB,WHOLE_UNIT
266,23,12cc801c-3cb3-11ee-a299-1418c306ac06,LANDED,WHOLE_UNIT
267,23,12cc801d-3cb3-11ee-9395-1418c306ac06,LANDED,MASTER
268,23,12cc801e-3cb3-11ee-9d73-1418c306ac06,HDB,MASTER
269,23,12cc801f-3cb3-11ee-a681-1418c306ac06,CONDOMINIUM,MASTER
270,23,12cc8020-3cb3-11ee-b963-1418c306ac06,HDB,WHOLE_UNIT
271,24,12cca731-3cb3-11ee-adef-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
272,24,12cca732-3cb3-11ee-9b98-1418c306ac06,LANDED,SINGLE
273,24,12cca733-3cb3-11ee-982b-1418c306ac06,CONDOMINIUM,SINGLE
274,24,12cca734-3cb3-11ee-baf2-1418c306ac06,HDB,WHOLE_UNIT
275,24,12cca735-3cb3-11ee-8445-1418c306ac06,LANDED,SINGLE
276,24,12cca736-3cb3-11ee-91d1-1418c306ac06,HDB,SINGLE
277,24,12cca737-3cb3-11ee-88b7-1418c306ac06,HDB,COMMON
278,24,12cca738-3cb3-11ee-96bd-1418c306ac06,CONDOMINIUM,MASTER
279,25,12ccce4a-3cb3-11ee-8508-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
280,25,12ccce4b-3cb3-11ee-90c7-1418c306ac06,LANDED,COMMON
281,25,12ccce4c-3cb3-11ee-a3e5-1418c306ac06,HDB,MASTER
282,25,12ccce4d-3cb3-11ee-88ea-1418c306ac06,CONDOMINIUM,COMMON
283,25,12ccce4e-3cb3-11ee-a24b-1418c306ac06,CONDOMINIUM,SINGLE
284,25,12ccce4f-3cb3-11ee-8086-1418c306ac06,LANDED,SINGLE
285,25,12ccce50-3cb3-11ee-9fea-1418c306ac06,HDB,WHOLE_UNIT
286,25,12ccce51-3cb3-11ee-babf-1418c306ac06,LANDED,MASTER
287,25,12ccce52-3cb3-11ee-8e86-1418c306ac06,HDB,COMMON
288,25,12ccce53-3cb3-11ee-921b-1418c306ac06,CONDOMINIUM,SINGLE
289,25,12ccce54-3cb3-11ee-89b2-1418c306ac06,LANDED,WHOLE_UNIT
290,25,12ccce55-3cb3-11ee-a615-1418c306ac06,HDB,COMMON
291,26,12ccf557-3cb3-11ee-9f3b-1418c306ac06,HDB,COMMON
292,26,12ccf558-3cb3-11ee-86f9-1418c306ac06,HDB,SINGLE
293,26,12ccf559-3cb3-11ee-bf71-1418c306ac06,CONDOMINIUM,MASTER
294,26,12ccf55a-3cb3-11ee-8687-1418c306ac06,LANDED,WHOLE_UNIT
295,26,12ccf55b-3cb3-11ee-ab35-1418c306ac06,CONDOMINIUM,COMMON
296,26,12ccf55c-3cb3-11ee-8246-1418c306ac06,HDB,MASTER
297,26,12ccf55d-3cb3-11ee-8cb4-1418c306ac06,CONDOMINIUM,SINGLE
298,26,12ccf55e-3cb3-11ee-8075-1418c306ac06,CONDOMINIUM,SINGLE
299,26,12ccf55f-3cb3-11ee-aae0-1418c306ac06,LANDED,MASTER
300,26,12ccf560-3cb3-11ee-9fca-1418c306ac06,LANDED,COMMON
301,27,12cd1c6e-3cb3-11ee-9fc0-1418c306ac06,CONDOMINIUM,SINGLE
302,27,12cd1c6f-3cb3-11ee-8158-1418c306ac06,HDB,COMMON
303,27,12cd1c70-3cb3-11ee-93cb-1418c306ac06,LANDED,WHOLE_UNIT
304,27,12cd1c71-3cb3-11ee-9687-1418c306ac06,CONDOMINIUM,SINGLE
305,28,12cd387d-3cb3-11ee-aaaf-1418c306ac06,LANDED,SINGLE
306,28,12cd387e-3cb3-11ee-9c7a-1418c306ac06,LANDED,MASTER
307,28,12cd387f-3cb3-11ee-832c-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
308,28,12cd3880-3cb3-11ee-827b-1418c306ac06,LANDED,MASTER
309,28,12cd3881-3cb3-11ee-bfb7-1418c306ac06,CONDOMINIUM,WHOLE_UNIT
310,28,12cd3882-3cb3-11ee-bc37-1418c306ac06,LANDED,SINGLE
